,artist_uid,event_list,num_event,fav_venue,num_event_fav_venue,start_active_year,end_active_year,event_per_year,num_year_active
4663,7264281,"[6871478, 8885388, 12201196]",3,Anya Tish Gallery,3,2010,2011,1.5,2
6300,3229046,"[10464039, 11384574, 15981461]",3,DiverseWorks,1,2007,2011,0.6,5
6291,14067522,"[10434138, 13737041, 15163643]",3,Bryan Miller Gallery,1,2007,2009,1.0,3
1929,4754419,"[2271533, 12868046, 16262074]",3,Forum6,1,2011,2017,0.43,7
1928,13922080,"[2271109, 8468866, 8657812]",3,Winter Street Studios,1,2010,2017,0.38,8
2035,14357548,"[2349051, 11293188, 14640407]",3,The Brandon,2,2013,2015,1.0,3
8091,8503559,"[14695289, 16211040, 16540672]",3,Aker Imaging Gallery,1,2010,2016,0.43,7
2134,13851830,"[2467869, 10762091, 16558050]",3,Bogan Gallery,3,2009,2010,1.5,2
4579,6295246,"[6637719, 9862807, 10559691]",3,Rudolph Blume Fine Art | ArtScan Gallery,2,2009,2010,1.5,2
1806,4020184,"[2105621, 2398030, 8627882]",3,Caroline Collective,1,2011,2012,1.5,2
4582,2775146,"[6648876, 11090740, 11384586]",3,Menil Collection,2,2010,2013,0.75,4
2106,6661545,"[2431683, 4102816, 5049437]",3,Gallery Sonja Roesch,3,2007,2009,1.0,3
2105,4574254,"[2431683, 5477065, 13087235]",3,Gallery Sonja Roesch,2,2008,2015,0.38,8
4716,3194813,"[6981604, 12791982, 15787708]",3,Dillon Kyle Architects,1,2015,2018,0.75,4
2096,8494740,"[2423680, 3724852, 14657603]",3,Archway Gallery,3,2012,2018,0.43,7
1856,12586340,"[2143030, 7204673, 14322988]",3,4th Floor Projects Gallery (UH),1,2013,2016,0.75,4
1919,8539952,"[2266038, 7616590, 9437141]",3,BOX 13 ArtSpace,1,2012,2012,3.0,1
1861,14499911,"[2147699, 3072697, 13479695]",3,Hello Lucky,2,2011,2012,1.5,2
1863,10770640,"[2165365, 10686397, 12754571]",3,The Menil Collection,1,2015,2016,1.5,2
4602,14508187,"[6707436, 15514786, 16274514]",3,Menil Collection,3,2015,2016,1.5,2
1869,2608176,"[2183593, 3157377, 3262965]",3,Williams Tower Gallery,1,2007,2012,0.5,6
2074,706332,"[2398030, 8627882, 15053371]",3,SKYDIVE,2,2011,2011,3.0,1
2070,14907166,"[2384852, 13062641, 14784308]",3,4411 Montrose Special Events Gallery,1,2012,2013,1.5,2
1888,14734580,"[2212788, 6586040, 11973600]",3,Discovery Green,1,2009,2010,1.5,2
2038,3903519,"[2349234, 9578736, 12184871]",3,University Academic Center (HBU),1,2014,2016,1.0,3
4450,14168480,"[6372588, 10510505, 11697350]",3,Barbara Davis Gallery,2,2008,2011,0.75,4
1581,2896395,"[1801914, 8063181, 10706619]",3,Flatland Gallery,1,2016,2018,1.0,3
4444,11130833,"[6371044, 8893494, 12496943]",3,Gray Contemporary,3,2014,2016,1.0,3
6099,16662045,"[9958421, 10564263, 15723825]",3,"Museum of Fine Arts, Houston (MFAH)",1,2010,2015,0.5,6
4326,4290564,"[6184040, 11293188, 14640407]",3,The Brandon,3,2013,2014,1.5,2
1358,5451713,"[1510161, 1626065, 4928350]",3,David Shelton Gallery,3,2012,2018,0.43,7
4327,4970338,"[6184040, 11293188, 14640407]",3,The Brandon,3,2013,2014,1.5,2
1368,9432816,"[1513608, 6919038, 12505835]",3,Meyer Metro Gallery,2,2007,2012,0.5,6
2554,9141594,"[3090521, 10124409, 10870240]",3,Art League Houston,1,2015,2019,0.6,5
4328,9638521,"[6184040, 9351131, 15077349]",3,Hello Project,2,2013,2015,1.0,3
4332,4708383,"[6187432, 10349192, 16555171]",3,Moody Gallery,3,2007,2018,0.25,12
2541,604443,"[3075732, 8530297, 10045654]",3,FrenetiCore / Frenetic Theater,2,2012,2019,0.38,8
2538,6867555,"[3071633, 10199751, 10570682]",3,Asia Society Texas Center,1,2007,2019,0.23,13
2531,15972912,"[3065435, 3909208, 6454973]",3,UP Art Studio,3,2012,2012,3.0,1
1391,5228510,"[1538180, 4649963, 15311069]",3,Art Palace,2,2007,2009,1.0,3
1392,7276920,"[1540832, 3029514, 4644062]",3,Nicole Longnecker Gallery,1,2012,2015,0.75,4
4935,397103,"[7395031, 9906272, 12566052]",3,Sicardi | Ayers | Bacino,3,2013,2019,0.43,7
4931,11487324,"[7371274, 7755060, 15556347]",3,East End Studio Gallery,2,2012,2013,1.5,2
2519,11387613,"[3047403, 4576927, 15630361]",3,guerrero-projects,1,2012,2018,0.43,7
4346,12814367,"[6205712, 7148375, 16061836]",3,Texas Gallery,3,2011,2019,0.33,9
2514,14699374,"[3021313, 6070647, 16073622]",3,Houston Center for Photography,1,2009,2013,0.6,5
6505,980135,"[10924975, 13621969, 14295901]",3,Galveston Artist Residency,2,2012,2019,0.38,8
2509,6957324,"[3016337, 8807936, 10136333]",3,DiverseWorks,3,2013,2013,3.0,1
1353,15459291,"[1495786, 2132418, 3050859]",3,Lawndale Art Center,1,2016,2018,1.0,3
1345,14693830,"[1483194, 10655721, 13515061]",3,The Gallery (HCC Central),2,2012,2017,0.5,6
7677,11807499,"[13621969, 14452183, 15723196]",3,Contemporary Arts Museum Houston,1,2015,2017,1.0,3
1306,1769809,"[1446137, 5917411, 13688298]",3,Barbara Davis Gallery,3,2014,2017,0.75,4
4984,6032905,"[7504160, 12520575, 14390761]",3,Hiram Butler Gallery,3,2010,2018,0.33,9
1290,9859103,"[1432327, 3928021, 10278268]",3,McClain Gallery,1,2013,2013,3.0,1
2624,2280741,"[3183213, 6597056, 8382289]",3,Galveston Arts Center,1,2010,2015,0.5,6
1296,8158168,"[1439281, 12003320, 13586398]",3,Glassell School of Art,2,2014,2015,1.5,2
4293,15211283,"[6125058, 11146929, 14322988]",3,Blaffer Art Museum (UH),1,2009,2014,0.5,6
4981,1225824,"[7500012, 10867041, 10884932]",3,Menil Collection,2,2011,2011,3.0,1
4980,7099057,"[7498104, 10924975, 13621969]",3,Galveston Artist Residency,2,2012,2015,0.75,4
2616,8225970,"[3161353, 5255450, 13053045]",3,The Printing Museum,1,2011,2016,0.5,6
7649,4300919,"[13586398, 15116160, 15218837]",3,Glassell School of Art,2,2013,2014,1.5,2
1340,7994275,"[1483194, 10124409, 13515061]",3,The Gallery (HCC Central),2,2012,2015,0.75,4
4297,14363327,"[6128620, 9113495, 15081513]",3,Lawndale Art Center,1,2014,2017,0.75,4
2599,4075695,"[3126452, 4013393, 14566880]",3,DiverseWorks,1,2013,2014,1.5,2
2582,11915707,"[3109004, 4644062, 14441863]",3,Gallery Sonja Roesch,3,2012,2014,1.0,3
2577,9293473,"[3109004, 4644062, 10454496]",3,Gallery Sonja Roesch,2,2011,2014,0.75,4
4960,2718055,"[7471259, 8500931, 14945788]",3,"Museum of Fine Arts, Houston (MFAH)",2,2011,2019,0.33,9
6524,5521614,"[10957141, 11093261, 11488572]",3,The Collective at the Midtown Art Center Tea Room,2,2008,2013,0.5,6
2574,7248438,"[3109004, 6421667, 10504286]",3,Gallery Sonja Roesch,1,2014,2016,1.0,3
2572,5113448,"[3109004, 6992563, 16396123]",3,Gallery Sonja Roesch,3,2014,2018,0.6,5
2508,5115863,"[3016337, 3086528, 5807047]",3,DiverseWorks,2,2013,2015,1.0,3
1423,7811966,"[1557345, 3582421, 14599088]",3,FrenetiCore / Frenetic Theater,1,2009,2010,1.5,2
2353,7053436,"[2798004, 4137676, 14744983]",3,Octavia Art Gallery,2,2012,2017,0.5,6
1424,8413036,"[1557345, 6344304, 6776506]",3,FrenetiCore / Frenetic Theater,1,2010,2013,0.75,4
1495,6760240,"[1677091, 14212992, 14655835]",3,Hiram Butler Gallery,2,2012,2017,0.5,6
2435,5309580,"[2905656, 11292812, 12310021]",3,Vaughan Christopher Gallery,2,2009,2011,1.0,3
1503,15504032,"[1686324, 8897084, 11349242]",3,David Shelton Gallery,1,2013,2014,1.5,2
2430,13115185,"[2900453, 5745347, 9704376]",3,Travis Tower,1,2008,2015,0.38,8
1506,12487989,"[1689156, 16061836, 16593381]",3,Texas Gallery,3,2009,2014,0.5,6
4877,7355279,"[7236052, 8140382, 11725817]",3,Laura Rathe Fine Art,3,2009,2010,1.5,2
1517,6785043,"[1703836, 8024723, 12119618]",3,Sicardi | Ayers | Bacino,1,2007,2019,0.23,13
2407,899579,"[2857304, 5893291, 5900620]",3,Gremillion & Co. Fine Art,3,2007,2017,0.27,11
2399,9865362,"[2850656, 5654023, 15358310]",3,Galveston Arts Center,1,2011,2018,0.38,8
2395,3986736,"[2845213, 5405022, 5973942]",3,Discovery Green,1,2011,2012,1.5,2
1535,16610381,"[1733841, 2495348, 14924960]",3,Zoya Tommy Contemporary,1,2016,2019,0.75,4
1539,2143081,"[1739510, 2336137, 6877617]",3,Aurora Picture Show,1,2011,2011,3.0,1
4859,4486099,"[7219170, 8627882, 16639192]",3,BOX 13 ArtSpace,1,2011,2012,1.5,2
1546,8015694,"[1746766, 6680856, 14185946]",3,Bank of America Center,1,2015,2017,1.0,3
2379,815177,"[2822906, 9203148, 11962192]",3,East End Studio Gallery,3,2011,2012,1.5,2
1550,5459158,"[1752329, 10272421, 12540889]",3,Sicardi | Ayers | Bacino,3,2011,2015,0.6,5
6145,14428398,"[10054150, 12202108, 15304605]",3,Bogan Gallery,1,2011,2014,0.75,4
1555,1727694,"[1755963, 2799853, 11142440]",3,Brown Auditorium Theater (MFAH),2,2011,2011,3.0,1
4429,11953396,"[6344304, 7655049, 14899433]",3,Aurora Picture Show,1,2012,2018,0.43,7
1493,13526772,"[1675943, 4081926, 8380712]",3,Central Art Gallery (HCC Central),1,2014,2017,0.75,4
2441,12193965,"[2905656, 10234607, 14002042]",3,Deborah Colton Gallery,3,2007,2011,0.6,5
4888,6641740,"[7257245, 9968622, 12611775]",3,Art Palace,1,2009,2018,0.3,10
1451,1347530,"[1592449, 6209082, 12285044]",3,G Gallery,3,2012,2014,1.0,3
1425,11496341,"[1557345, 1561557, 5753939]",3,FrenetiCore / Frenetic Theater,2,2010,2012,1.0,3
4360,15448727,"[6237239, 7445102, 10651968]",3,Burning Bones Press,1,2011,2016,0.5,6
1434,11568592,"[1579321, 2201650, 5000181]",3,DiverseWorks,3,2013,2015,1.0,3
1436,2872910,"[1582585, 1852680, 6726711]",3,Houston Center for Contemporary Craft,2,2012,2014,1.0,3
1438,1443789,"[1584465, 7394162, 8845289]",3,DiverseWorks,2,2013,2015,1.0,3
1440,6287446,"[1584465, 7221928, 8845289]",3,DiverseWorks,2,2015,2015,3.0,1
1442,10708822,"[1584465, 8845289, 11169453]",3,DiverseWorks,2,2015,2016,1.5,2
1443,12879884,"[1584465, 6046664, 8845289]",3,DiverseWorks,2,2012,2015,0.75,4
4375,6494502,"[6264023, 7061273, 12024221]",3,The Temporary Space,2,2010,2010,3.0,1
2453,6740858,"[2929937, 10655566, 13792763]",3,Cardoza Fine Art,1,2012,2014,1.0,3
4904,14769358,"[7310791, 15114767, 16077951]",3,Archway Gallery,2,2012,2018,0.43,7
1461,3672488,"[1621834, 7066875, 16683511]",3,Catherine Couturier Gallery,2,2009,2019,0.27,11
4903,4175091,"[7304714, 8831596, 16656761]",3,Cynthia Woods Mitchell Center (UH),1,2009,2010,1.5,2
6109,589169,"[9979179, 11349242, 14751847]",3,Talento Bilingue de Houston TBH Center,1,2012,2014,1.0,3
1469,15381789,"[1621834, 3788867, 10812740]",3,Houston Center for Photography,1,2009,2017,0.33,9
2458,7388676,"[2937757, 4153329, 7026848]",3,SAMARA Gallery,2,2014,2017,0.75,4
4383,15279537,"[6265026, 8382289, 10186588]",3,Houston Center for Contemporary Craft,2,2013,2015,1.0,3
1475,13271356,"[1626065, 5445137, 16020428]",3,David Shelton Gallery,1,2011,2012,1.5,2
4451,15572147,"[6372588, 10510505, 11435215]",3,Barbara Davis Gallery,2,2008,2011,0.75,4
6295,15386840,"[10450094, 11529554, 16289847]",3,Nau-haus,2,2010,2012,1.0,3
3964,5959366,"[5567598, 8400056, 10807220]",3,Poissant Gallery,2,2010,2012,1.0,3
5219,2422442,"[7994606, 11530750, 16032751]",3,David Shelton Gallery,2,2015,2018,0.75,4
784,14046872,"[885693, 4913082, 12468687]",3,George R. Brown Convention Center,1,2011,2017,0.43,7
3027,10099417,"[3851470, 5683303, 5932108]",3,Gallery M Squared,1,2015,2019,0.6,5
3836,16130275,"[5267860, 7102397, 7722384]",3,Peveto,2,2012,2016,0.6,5
794,8939971,"[901426, 2617946, 13076547]",3,Zoya Tommy Contemporary,1,2014,2015,1.5,2
7131,10523348,"[12314180, 14094393, 16654573]",3,Off the Wall Gallery,3,2009,2019,0.27,11
7408,9623456,"[12955708, 13551914, 15588258]",3,BLUEorange Contemporary,2,2013,2017,0.6,5
5221,466084,"[7998818, 11110736, 16444443]",3,Gremillion & Co. Fine Art,2,2007,2019,0.23,13
5218,1568254,"[7990290, 8893494, 12496943]",3,Gray Contemporary,3,2014,2015,1.5,2
286,2896997,"[351354, 4902204, 16264715]",3,A Healing Collective,1,2007,2018,0.25,12
3004,2068516,"[3832874, 8078390, 15314045]",3,Las Manos Mágicas,1,2010,2014,0.6,5
3003,12082737,"[3830099, 10983350, 12724353]",3,Kallinen Contemporary,1,2011,2014,0.75,4
3273,12490393,"[4322708, 7920156, 12017484]",3,Project Row Houses,1,2009,2011,1.0,3
259,9929669,"[334689, 10136333, 15722165]",3,The Joanna Gallery,1,2009,2013,0.6,5
4089,4306929,"[5811508, 6542901, 15198253]",3,Deborah Colton Gallery,3,2012,2018,0.43,7
258,505303,"[334689, 8260217, 13792763]",3,The Joanna Gallery,1,2009,2014,0.5,6
824,11790868,"[914720, 12411063, 12908495]",3,Koelsch Gallery,2,2008,2013,0.5,6
3034,4972887,"[3882881, 9941858, 15723825]",3,G Gallery,1,2011,2013,1.0,3
290,6411134,"[352907, 6248221, 10598909]",3,Contemporary Arts Museum Houston,3,2013,2013,3.0,1
2987,773132,"[3810469, 9035799, 11145843]",3,Gremillion & Co. Fine Art,3,2008,2017,0.3,10
4040,5060475,"[5701959, 6582192, 15815212]",3,Cindy Lisica Gallery,1,2017,2018,1.5,2
726,4240052,"[819381, 1371817, 12000972]",3,Art League Houston,1,2012,2014,1.0,3
5441,4983477,"[8400056, 9341182, 16700921]",3,Poissant Gallery,3,2009,2012,0.75,4
737,1218377,"[831409, 9004508, 10199903]",3,post-studio projects,1,2015,2018,0.75,4
6843,2432770,"[11739622, 13990969, 15412434]",3,Asia Society Texas Center,1,2010,2012,1.0,3
310,1938261,"[374014, 1107471, 10906445]",3,JoMar Visions,1,2010,2013,0.75,4
3421,8755313,"[4554628, 8571269, 16427950]",3,Catherine Couturier Gallery,2,2016,2019,0.75,4
3073,5390207,"[3933833, 8439571, 11897207]",3,Sicardi | Ayers | Bacino,3,2007,2011,0.6,5
5250,13799564,"[8023264, 12570366, 13295235]",3,Devin Borden Gallery,2,2009,2014,0.5,6
291,7391749,"[352907, 10598909, 13431372]",3,Contemporary Arts Museum Houston,2,2012,2013,1.5,2
6714,14719814,"[11384586, 12868447, 16215254]",3,"Museum of Fine Arts, Houston (MFAH)",1,2011,2013,1.0,3
4045,11282322,"[5710288, 14598388, 16455143]",3,Project Row Houses,1,2008,2008,3.0,1
762,9034913,"[857706, 7900550, 14898102]",3,Wade Wilson Art,3,2008,2011,0.75,4
4048,6363056,"[5749955, 8153406, 11521945]",3,Jung Center,2,2009,2018,0.3,10
3426,10190998,"[4581367, 5071150, 14002042]",3,Deborah Colton Gallery,2,2009,2010,1.5,2
3056,1263626,"[3930286, 3974205, 8861522]",3,Catherine Couturier Gallery,2,2011,2015,0.6,5
298,16102817,"[360496, 7789372, 15814299]",3,Main Street Projects,1,2015,2018,0.75,4
7117,3837656,"[12268803, 13849079, 15516063]",3,Lawndale Art Center,1,2010,2014,0.6,5
5201,2686861,"[7948185, 9081782, 13076547]",3,Houston City Hall,1,2012,2015,0.75,4
7343,1589086,"[12818194, 15482797, 16216729]",3,Deborah Colton Gallery,1,2010,2019,0.3,10
2949,16267390,"[3709111, 13586398, 15218837]",3,Glassell School of Art,3,2013,2014,1.5,2
888,6094218,"[997065, 13755351, 14144251]",3,Rudolph Blume Fine Art | ArtScan Gallery,1,2013,2015,1.0,3
206,14335468,"[255722, 14501947, 15314045]",3,d. m. allison,2,2014,2019,0.5,6
5182,6755391,"[7907305, 10085733, 11529554]",3,d. m. allison,3,2011,2014,0.75,4
5181,10765393,"[7903726, 7982927, 14364283]",3,Koelsch Gallery,3,2011,2014,0.75,4
186,12893900,"[219585, 4882868, 13582371]",3,Jung Center,2,2010,2015,0.5,6
899,529444,"[1001665, 6245686, 10955020]",3,Winter Street Studios,2,2009,2012,0.75,4
2951,12934382,"[3712681, 8500841, 10408905]",3,Hiram Butler Gallery,2,2010,2017,0.38,8
2948,15995370,"[3709111, 12142196, 13092668]",3,Glassell School of Art,1,2013,2013,3.0,1
3508,2786881,"[4748188, 12344991, 13782492]",3,El Rincon Social,1,2012,2013,1.5,2
177,7100938,"[202126, 6993017, 11375152]",3,Inman Gallery,3,2011,2017,0.43,7
3534,3778658,"[4801886, 5770545, 14367159]",3,Fresh Arts,1,2012,2014,1.0,3
3535,6290153,"[4801886, 5770545, 14367159]",3,Fresh Arts,1,2012,2014,1.0,3
917,403033,"[1021407, 4112498, 13744754]",3,BLUEorange Contemporary,2,2007,2017,0.27,11
5168,16030541,"[7848251, 8717688, 15967319]",3,New World Museum,1,2009,2010,1.5,2
172,5450792,"[194616, 2709811, 11030640]",3,Devin Borden Gallery,2,2010,2015,0.5,6
166,14740826,"[182107, 830295, 3777004]",3,Mariago Collective,1,2015,2017,1.0,3
884,381925,"[995791, 8674021, 15444372]",3,Darke Gallery,3,2009,2010,1.5,2
4107,10986164,"[5856098, 6132296, 16512854]",3,BOX 13 ArtSpace,1,2013,2018,0.5,6
3474,4287019,"[4715408, 7853236, 14850830]",3,Rudolph Blume Fine Art | ArtScan Gallery,3,2008,2010,1.0,3
846,11267967,"[929426, 7007052, 13000877]",3,Archway Gallery,3,2015,2018,0.75,4
245,6592116,"[310956, 3960620, 11095997]",3,Jung Center,1,2012,2016,0.6,5
2983,5494324,"[3798893, 4810539, 13777543]",3,Gray Contemporary,1,2017,2018,1.5,2
244,4670158,"[307217, 8348673, 13193374]",3,Bryan Miller Gallery,2,2008,2011,0.75,4
836,820060,"[929426, 10059074, 15759641]",3,Archway Gallery,3,2010,2015,0.5,6
838,2840057,"[929426, 8513950, 15631914]",3,Archway Gallery,3,2015,2018,0.75,4
5194,8304178,"[7930135, 10272421, 12870884]",3,The Mission,1,2011,2014,0.75,4
845,9216575,"[929426, 4917905, 15759641]",3,Archway Gallery,3,2010,2017,0.38,8
3487,14991844,"[4716636, 13108310, 16100321]",3,Winter Street Studios,1,2009,2010,1.5,2
880,12587988,"[984689, 1686560, 7117900]",3,McClain Gallery,2,2007,2010,0.75,4
848,15856634,"[929426, 16376124, 16534117]",3,Archway Gallery,3,2014,2017,0.75,4
852,6015278,"[936629, 7242955, 9932601]",3,Alliance Gallery (Houston Arts Alliance),1,2010,2019,0.3,10
5192,6012707,"[7928633, 10310583, 12201196]",3,Anya Tish Gallery,2,2009,2013,0.6,5
863,16003983,"[966489, 4907176, 4982214]",3,Gallery Jatad,1,2013,2015,1.0,3
216,10307194,"[263823, 4096945, 13605229]",3,Laura Rathe Fine Art,3,2013,2017,0.6,5
869,13223131,"[977295, 12466525, 15629383]",3,"Palm Center, 2nd Floor Courtroom",1,2012,2012,3.0,1
215,15384617,"[263317, 10272421, 13068108]",3,Sicardi | Ayers | Bacino,2,2011,2018,0.38,8
7151,423788,"[12375445, 16214720, 16301852]",3,Rice Media Center (Rice University),1,2010,2012,1.0,3
3408,4628573,"[4523438, 8382289, 13872695]",3,Hooks-Epstein Galleries,1,2015,2015,3.0,1
3541,5475096,"[4817569, 9346850, 10199751]",3,Nicole Longnecker Gallery,1,2007,2014,0.38,8
5390,3118285,"[8319419, 9919903, 13603386]",3,Rice University Art Gallery (Rice University),2,2008,2012,0.6,5
3951,1885265,"[5556979, 9263040, 14492801]",3,Galveston Arts Center,1,2010,2012,1.0,3
3317,987227,"[4379333, 12754571, 13845998]",3,Catherine Couturier Gallery,3,2015,2019,0.6,5
3318,3104609,"[4388478, 7204233, 12063937]",3,Harris Gallery,2,2008,2013,0.5,6
450,11481210,"[476617, 9720286, 13310508]",3,Gallery 1724,1,2007,2013,0.43,7
5339,3387909,"[8177640, 10763363, 14874985]",3,McClain Gallery,3,2012,2015,0.75,4
3217,649045,"[4197079, 10088608, 16588022]",3,Moody Gallery,3,2012,2017,0.5,6
440,4751754,"[469679, 11482078, 15773667]",3,Menil Collection,1,2012,2013,1.5,2
5391,359196,"[8329573, 8897084, 9050346]",3,Home Of Lionardo Matamores,1,2013,2014,1.5,2
3239,4543527,"[4244787, 13615589, 15126141]",3,Domy Books,2,2008,2010,1.0,3
3961,1357045,"[5567598, 7484750, 8400056]",3,Poissant Gallery,3,2007,2010,0.75,4
3326,10055854,"[4394510, 6501806, 7231395]",3,Goldesberry Gallery,3,2008,2011,0.75,4
431,12535957,"[462842, 4181729, 9859271]",3,Station Museum of Contemporary Art,2,2009,2010,1.5,2
426,1512304,"[455387, 11953268, 15967319]",3,Silver Street Studios,3,2010,2013,0.75,4
418,7886721,"[450094, 10466207, 12255538]",3,Houston Museum of African American Culture,1,2010,2013,0.75,4
408,2340264,"[434900, 469679, 3433678]",3,Texas Gallery,2,2010,2015,0.5,6
602,8998695,"[646048, 6954838, 8252338]",3,Buchanan Gallery,2,2007,2008,1.5,2
6776,13848379,"[11590294, 12881625, 16715602]",3,Tunnel System Beneath The Esperson Building,1,2014,2014,3.0,1
3941,1398526,"[5536186, 10124409, 14221038]",3,Fresh Arts,1,2015,2017,1.0,3
3341,4798011,"[4441076, 13394053, 16484488]",3,PG Contemporary,1,2010,2014,0.6,5
3255,13447660,"[4284944, 9985313, 15786169]",3,Avant Garden,2,2012,2013,1.5,2
505,5488746,"[544833, 2551921, 5654023]",3,Goldesberry Gallery,1,2011,2013,1.0,3
3284,8394396,"[4340684, 6928426, 13755351]",3,Williams Tower Gallery,1,2013,2014,1.5,2
485,11538110,"[526034, 10272421, 15128380]",3,Sicardi | Ayers | Bacino,3,2011,2019,0.33,9
3908,9601323,"[5434427, 10124409, 13461646]",3,Project Row Houses,1,2012,2015,0.75,4
5364,8306446,"[8260217, 9226624, 9741015]",3,Letter F Check Up Show,1,2010,2011,1.5,2
5363,7979531,"[8260217, 16371610, 16603383]",3,Letter F Check Up Show,1,2008,2012,0.6,5
3260,6500872,"[4292038, 4441076, 9955875]",3,McClain Gallery,1,2011,2013,1.0,3
530,2253466,"[567929, 5854840, 10361958]",3,Cherryhurst House,3,2014,2015,1.5,2
560,4449507,"[597475, 10586974, 13537764]",3,Bryan Miller Gallery,2,2008,2014,0.43,7
534,14000871,"[569258, 1173851, 8745839]",3,Buchanan Gallery,1,2010,2018,0.33,9
540,8821325,"[570398, 6682477, 11670011]",3,The Joannex,1,2007,2010,0.75,4
3252,3433659,"[4281871, 11295240, 14492801]",3,Buchanan Gallery,2,2008,2011,0.75,4
469,2664151,"[512221, 8943045, 11570552]",3,Silver Street Studios,1,2008,2010,1.0,3
3935,14004501,"[5506264, 6518778, 7322003]",3,Lawndale Art Center,3,2012,2014,1.0,3
551,1901163,"[589083, 4574391, 5544683]",3,Art Palace,2,2015,2017,1.0,3
3308,10781295,"[4369864, 14322988, 15064993]",3,Blaffer Art Museum (UH),1,2014,2019,0.5,6
407,14554702,"[433894, 4097907, 13755351]",3,G Spot Gallery Houston,1,2014,2015,1.5,2
3198,6454779,"[4170062, 7725378, 16700494]",3,Vaughan Christopher Gallery,1,2010,2019,0.3,10
3105,13589847,"[3957724, 8672603, 15976447]",3,Art League Houston,2,2016,2019,0.75,4
691,8103420,"[746878, 5368278, 6603474]",3,Glassell School of Art,1,2010,2012,1.0,3
5822,14052997,"[9263040, 12162456, 15733925]",3,Houston Center for Photography,1,2007,2010,0.75,4
3870,12754610,"[5340567, 11124896, 12184871]",3,post-studio projects,1,2014,2017,0.75,4
683,11550155,"[741680, 3630423, 16019300]",3,Williams Tower Gallery,1,2009,2012,0.75,4
5284,2990172,"[8133466, 14431343, 14541500]",3,Lawndale Art Center,1,2009,2018,0.3,10
686,16515490,"[741680, 9773116, 10171857]",3,McClain Gallery,2,2009,2014,0.5,6
3382,15039281,"[4499419, 8078943, 12966432]",3,Hooks-Epstein Galleries,3,2014,2017,0.75,4
342,9381627,"[377066, 3099841, 3940672]",3,Houston Center for Contemporary Craft,2,2010,2011,1.5,2
4005,14805777,"[5643196, 12911767, 13530984]",3,Aurora Picture Show,2,2013,2015,1.0,3
671,13928882,"[736609, 2176547, 15314045]",3,d. m. allison,2,2013,2015,1.0,3
335,4827291,"[374133, 4865451, 15218837]",3,Glassell School of Art,2,2012,2015,0.75,4
